fo_code;fo_code_ext;fo_cb_code;fo_nincab;fo_numtub;fo_nintub;fo_type;fo_etat;fo_color;fo_reper;fo_proptyp;fo_comment;fo_creadat;fo_majdate;fo_majsrc;fo_abddate;fo_abdsrc
FO716000002331;"71153/USZ/TR 60 1549;2;3";CB716000000081;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002332;"71153/USZ/TR 60 1549;2;4";CB716000000081;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002333;"71153/USZ/TR 60 1549;2;5";CB716000000081;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002334;"71153/USZ/TR 60 1549;2;6";CB716000000081;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002335;"71153/USZ/TR 60 1549;3;1";CB716000000081;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002336;"71153/USZ/TR 60 1549;3;2";CB716000000081;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002337;"71153/USZ/TR 60 1549;3;3";CB716000000081;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002338;"71153/USZ/TR 60 1549;3;4";CB716000000081;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002339;"71153/USZ/TR 60 1549;3;5";CB716000000081;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002340;"71153/USZ/TR 60 1549;3;6";CB716000000081;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002341;"71153/USZ/TR 60 1549;4;1";CB716000000081;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002342;"71153/USZ/TR 60 1549;4;2";CB716000000081;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002343;"71153/USZ/TR 60 1549;4;3";CB716000000081;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002344;"71153/USZ/TR 60 1549;4;4";CB716000000081;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002345;"71153/USZ/TR 60 1549;4;5";CB716000000081;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002346;"71153/USZ/TR 60 1549;4;6";CB716000000081;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002347;"71153/USZ/TR 60 1550;1;1";CB716000000082;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002348;"71153/USZ/TR 60 1550;1;2";CB716000000082;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002349;"71153/USZ/TR 60 1550;1;3";CB716000000082;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002350;"71153/USZ/TR 60 1550;1;4";CB716000000082;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002351;"71153/USZ/TR 60 1550;1;5";CB716000000082;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002352;"71153/USZ/TR 60 1550;1;6";CB716000000082;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002353;"71153/USZ/TR 60 1550;2;1";CB716000000082;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002354;"71153/USZ/TR 60 1550;2;2";CB716000000082;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002355;"71153/USZ/TR 60 1550;2;3";CB716000000082;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002356;"71153/USZ/TR 60 1550;2;4";CB716000000082;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002357;"71153/USZ/TR 60 1550;2;5";CB716000000082;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002358;"71153/USZ/TR 60 1550;2;6";CB716000000082;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002359;"71153/USZ/TR 60 1550;3;1";CB716000000082;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002360;"71153/USZ/TR 60 1550;3;2";CB716000000082;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002361;"71153/USZ/TR 60 1550;3;3";CB716000000082;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002362;"71153/USZ/TR 60 1550;3;4";CB716000000082;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002363;"71153/USZ/TR 60 1550;3;5";CB716000000082;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002364;"71153/USZ/TR 60 1550;3;6";CB716000000082;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002365;"71153/USZ/TR 60 1550;4;1";CB716000000082;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002366;"71153/USZ/TR 60 1550;4;2";CB716000000082;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002367;"71153/USZ/TR 60 1550;4;3";CB716000000082;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002368;"71153/USZ/TR 60 1550;4;4";CB716000000082;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002369;"71153/USZ/TR 60 1550;4;5";CB716000000082;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002370;"71153/USZ/TR 60 1550;4;6";CB716000000082;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002371;"71153/USZ/TR 60 1551;1;1";CB716000000083;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002372;"71153/USZ/TR 60 1551;1;2";CB716000000083;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002373;"71153/USZ/TR 60 1551;1;3";CB716000000083;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002374;"71153/USZ/TR 60 1551;1;4";CB716000000083;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002375;"71153/USZ/TR 60 1551;1;5";CB716000000083;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002376;"71153/USZ/TR 60 1551;1;6";CB716000000083;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002377;"71153/USZ/TR 60 1551;2;1";CB716000000083;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002378;"71153/USZ/TR 60 1551;2;2";CB716000000083;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002379;"71153/USZ/TR 60 1551;2;3";CB716000000083;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002380;"71153/USZ/TR 60 1551;2;4";CB716000000083;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002381;"71153/USZ/TR 60 1551;2;5";CB716000000083;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002382;"71153/USZ/TR 60 1551;2;6";CB716000000083;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002383;"71153/USZ/TR 60 1551;3;1";CB716000000083;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002384;"71153/USZ/TR 60 1551;3;2";CB716000000083;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002385;"71153/USZ/TR 60 1551;3;3";CB716000000083;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002386;"71153/USZ/TR 60 1551;3;4";CB716000000083;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002387;"71153/USZ/TR 60 1551;3;5";CB716000000083;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002388;"71153/USZ/TR 60 1551;3;6";CB716000000083;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002389;"71153/USZ/TR 60 1551;4;1";CB716000000083;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002390;"71153/USZ/TR 60 1551;4;2";CB716000000083;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002391;"71153/USZ/TR 60 1551;4;3";CB716000000083;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002392;"71153/USZ/TR 60 1551;4;4";CB716000000083;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002393;"71153/USZ/TR 60 1551;4;5";CB716000000083;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002394;"71153/USZ/TR 60 1551;4;6";CB716000000083;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002395;"71153/USZ/TR 60 1552;1;1";CB716000000084;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002396;"71153/USZ/TR 60 1552;1;2";CB716000000084;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002397;"71153/USZ/TR 60 1552;1;3";CB716000000084;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002398;"71153/USZ/TR 60 1552;1;4";CB716000000084;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002399;"71153/USZ/TR 60 1552;1;5";CB716000000084;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002400;"71153/USZ/TR 60 1552;1;6";CB716000000084;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002401;"71153/USZ/TR 60 1552;2;1";CB716000000084;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002402;"71153/USZ/TR 60 1552;2;2";CB716000000084;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002403;"71153/USZ/TR 60 1552;2;3";CB716000000084;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002404;"71153/USZ/TR 60 1552;2;4";CB716000000084;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002405;"71153/USZ/TR 60 1552;2;5";CB716000000084;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002406;"71153/USZ/TR 60 1552;2;6";CB716000000084;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002407;"71153/USZ/TR 60 1552;3;1";CB716000000084;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002408;"71153/USZ/TR 60 1552;3;2";CB716000000084;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002409;"71153/USZ/TR 60 1552;3;3";CB716000000084;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002410;"71153/USZ/TR 60 1552;3;4";CB716000000084;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002411;"71153/USZ/TR 60 1552;3;5";CB716000000084;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002412;"71153/USZ/TR 60 1552;3;6";CB716000000084;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002413;"71153/USZ/TR 60 1552;4;1";CB716000000084;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002414;"71153/USZ/TR 60 1552;4;2";CB716000000084;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002415;"71153/USZ/TR 60 1552;4;3";CB716000000084;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002416;"71153/USZ/TR 60 1552;4;4";CB716000000084;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002417;"71153/USZ/TR 60 1552;4;5";CB716000000084;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002418;"71153/USZ/TR 60 1552;4;6";CB716000000084;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002419;"71153/USZ/TR 60 1553;1;1";CB716000000086;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002420;"71153/USZ/TR 60 1553;1;2";CB716000000086;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002421;"71153/USZ/TR 60 1553;1;3";CB716000000086;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002422;"71153/USZ/TR 60 1553;1;4";CB716000000086;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002423;"71153/USZ/TR 60 1553;1;5";CB716000000086;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002424;"71153/USZ/TR 60 1553;1;6";CB716000000086;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002425;"71153/USZ/TR 60 1553;2;1";CB716000000086;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002426;"71153/USZ/TR 60 1553;2;2";CB716000000086;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002427;"71153/USZ/TR 60 1553;2;3";CB716000000086;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002428;"71153/USZ/TR 60 1553;2;4";CB716000000086;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002429;"71153/USZ/TR 60 1553;2;5";CB716000000086;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002430;"71153/USZ/TR 60 1553;2;6";CB716000000086;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002431;"71153/USZ/TR 60 1554;1;1";CB716000000087;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002432;"71153/USZ/TR 60 1554;1;2";CB716000000087;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002433;"71153/USZ/TR 60 1554;1;3";CB716000000087;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002434;"71153/USZ/TR 60 1554;1;4";CB716000000087;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002435;"71153/USZ/TR 60 1554;1;5";CB716000000087;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002436;"71153/USZ/TR 60 1554;1;6";CB716000000087;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002437;"71153/USZ/TR 60 1554;2;1";CB716000000087;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002438;"71153/USZ/TR 60 1554;2;2";CB716000000087;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002439;"71153/USZ/TR 60 1554;2;3";CB716000000087;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002440;"71153/USZ/TR 60 1554;2;4";CB716000000087;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002441;"71153/USZ/TR 60 1554;2;5";CB716000000087;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002442;"71153/USZ/TR 60 1554;2;6";CB716000000087;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002443;"71153/USZ/TR 60 1555;1;1";CB716000000085;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002444;"71153/USZ/TR 60 1555;1;2";CB716000000085;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002445;"71153/USZ/TR 60 1555;1;3";CB716000000085;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002446;"71153/USZ/TR 60 1555;1;4";CB716000000085;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002447;"71153/USZ/TR 60 1555;1;5";CB716000000085;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002448;"71153/USZ/TR 60 1555;1;6";CB716000000085;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002449;"71153/USZ/TR 60 1556;1;1";CB716000000088;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002450;"71153/USZ/TR 60 1556;1;2";CB716000000088;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002451;"71153/USZ/TR 60 1556;1;3";CB716000000088;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002452;"71153/USZ/TR 60 1556;1;4";CB716000000088;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002453;"71153/USZ/TR 60 1556;1;5";CB716000000088;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002454;"71153/USZ/TR 60 1556;1;6";CB716000000088;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002455;"71153/USZ/TR 60 1557;1;1";CB716000000089;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002456;"71153/USZ/TR 60 1557;1;2";CB716000000089;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002457;"71153/USZ/TR 60 1557;1;3";CB716000000089;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002458;"71153/USZ/TR 60 1557;1;4";CB716000000089;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002459;"71153/USZ/TR 60 1557;1;5";CB716000000089;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002460;"71153/USZ/TR 60 1557;1;6";CB716000000089;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002461;"71153/USZ/TR 60 1557;2;1";CB716000000089;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002462;"71153/USZ/TR 60 1557;2;2";CB716000000089;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002463;"71153/USZ/TR 60 1557;2;3";CB716000000089;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002464;"71153/USZ/TR 60 1557;2;4";CB716000000089;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002465;"71153/USZ/TR 60 1557;2;5";CB716000000089;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002466;"71153/USZ/TR 60 1557;2;6";CB716000000089;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002467;"71153/USZ/TR 60 1557;3;1";CB716000000089;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002468;"71153/USZ/TR 60 1557;3;2";CB716000000089;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002469;"71153/USZ/TR 60 1557;3;3";CB716000000089;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002470;"71153/USZ/TR 60 1557;3;4";CB716000000089;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002471;"71153/USZ/TR 60 1557;3;5";CB716000000089;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002472;"71153/USZ/TR 60 1557;3;6";CB716000000089;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002473;"71153/USZ/TR 60 1557;4;1";CB716000000089;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002474;"71153/USZ/TR 60 1557;4;2";CB716000000089;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002475;"71153/USZ/TR 60 1557;4;3";CB716000000089;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002476;"71153/USZ/TR 60 1557;4;4";CB716000000089;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002477;"71153/USZ/TR 60 1557;4;5";CB716000000089;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002478;"71153/USZ/TR 60 1557;4;6";CB716000000089;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002479;"71153/USZ/TR 60 1558;1;1";CB716000000090;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002480;"71153/USZ/TR 60 1558;1;2";CB716000000090;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002481;"71153/USZ/TR 60 1558;1;3";CB716000000090;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002482;"71153/USZ/TR 60 1558;1;4";CB716000000090;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002483;"71153/USZ/TR 60 1558;1;5";CB716000000090;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002484;"71153/USZ/TR 60 1558;1;6";CB716000000090;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002485;"71153/USZ/TR 60 1558;2;1";CB716000000090;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002486;"71153/USZ/TR 60 1558;2;2";CB716000000090;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002487;"71153/USZ/TR 60 1558;2;3";CB716000000090;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002488;"71153/USZ/TR 60 1558;2;4";CB716000000090;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002489;"71153/USZ/TR 60 1558;2;5";CB716000000090;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002490;"71153/USZ/TR 60 1558;2;6";CB716000000090;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002491;"71153/USZ/TR 60 1558;3;1";CB716000000090;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002492;"71153/USZ/TR 60 1558;3;2";CB716000000090;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002493;"71153/USZ/TR 60 1558;3;3";CB716000000090;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002494;"71153/USZ/TR 60 1558;3;4";CB716000000090;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002495;"71153/USZ/TR 60 1558;3;5";CB716000000090;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002496;"71153/USZ/TR 60 1558;3;6";CB716000000090;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002497;"71153/USZ/TR 60 1558;4;1";CB716000000090;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002498;"71153/USZ/TR 60 1558;4;2";CB716000000090;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002499;"71153/USZ/TR 60 1558;4;3";CB716000000090;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002500;"71153/USZ/TR 60 1558;4;4";CB716000000090;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002501;"71153/USZ/TR 60 1558;4;5";CB716000000090;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002502;"71153/USZ/TR 60 1558;4;6";CB716000000090;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002503;"71153/USZ/TR 60 1559;1;1";CB716000000091;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002504;"71153/USZ/TR 60 1559;1;2";CB716000000091;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002505;"71153/USZ/TR 60 1559;1;3";CB716000000091;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002506;"71153/USZ/TR 60 1559;1;4";CB716000000091;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002507;"71153/USZ/TR 60 1559;1;5";CB716000000091;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002508;"71153/USZ/TR 60 1559;1;6";CB716000000091;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002509;"71153/USZ/TR 60 1559;2;1";CB716000000091;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002510;"71153/USZ/TR 60 1559;2;2";CB716000000091;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002511;"71153/USZ/TR 60 1559;2;3";CB716000000091;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002512;"71153/USZ/TR 60 1559;2;4";CB716000000091;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002513;"71153/USZ/TR 60 1559;2;5";CB716000000091;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002514;"71153/USZ/TR 60 1559;2;6";CB716000000091;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000002515;"71153/USZ/TR 60 1559;3;1";CB716000000091;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000002516;"71153/USZ/TR 60 1559;3;2";CB716000000091;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000002517;"71153/USZ/TR 60 1559;3;3";CB716000000091;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000002518;"71153/USZ/TR 60 1559;3;4";CB716000000091;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000002519;"71153/USZ/TR 60 1559;3;5";CB716000000091;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000002520;"71153/USZ/TR 60 1559;3;6";CB716000000091;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
