ps_code;ps_numero;ps_1;ps_2;ps_cs_code;ps_ti_code;ps_type;ps_fonct;ps_etat;ps_preaff;ps_comment;ps_creadat;ps_majdate;ps_majsrc;ps_abddate;ps_abdsrc
PS716000001868;10;FO716000001876;FO716000002020;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001869;11;FO716000001877;FO716000002021;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001870;12;FO716000001878;FO716000002022;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001871;13;FO716000001879;FO716000002023;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001872;14;FO716000001880;FO716000002024;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001873;15;FO716000001881;FO716000002025;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001874;16;FO716000001882;FO716000002026;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001875;17;FO716000001883;FO716000002027;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001876;18;FO716000001884;FO716000002028;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001877;19;FO716000001885;FO716000002029;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001878;20;FO716000001886;FO716000002030;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001879;21;FO716000001887;FO716000002031;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001880;22;FO716000001888;FO716000002032;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001881;23;FO716000001889;FO716000002033;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001882;24;FO716000001890;FO716000002034;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001883;25;FO716000001891;FO716000002035;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001884;26;FO716000001892;FO716000002036;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001885;27;FO716000001893;FO716000002037;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001886;28;FO716000001894;FO716000002038;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001887;29;FO716000001895;FO716000002039;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001888;30;FO716000001896;FO716000002040;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001889;31;FO716000001897;FO716000002455;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001890;32;FO716000001898;FO716000002456;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001891;33;FO716000001899;FO716000002457;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001892;34;FO716000001900;FO716000002458;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001893;35;FO716000001901;FO716000002459;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001894;36;FO716000001902;FO716000002460;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001895;37;FO716000001903;FO716000002461;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001896;38;FO716000001904;FO716000002462;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001897;39;FO716000001905;FO716000002463;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001898;40;FO716000001906;FO716000002464;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001899;41;FO716000001907;FO716000002465;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001900;42;FO716000001908;FO716000002466;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001901;43;FO716000001909;FO716000002467;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001902;44;FO716000001910;FO716000002468;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001903;45;FO716000001911;FO716000002469;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001904;46;FO716000001912;FO716000002470;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001905;47;FO716000001913;FO716000002471;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001906;48;FO716000001914;FO716000002472;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001907;49;FO716000001915;FO716000002527;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001908;50;FO716000001916;FO716000002528;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001909;51;FO716000001917;FO716000002529;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001910;52;FO716000001918;FO716000002530;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001911;53;FO716000001919;FO716000002531;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001912;54;FO716000001920;FO716000002532;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001913;55;FO716000001921;FO716000002533;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001914;56;FO716000001922;FO716000002534;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001915;57;FO716000001923;FO716000002535;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001916;58;FO716000001924;FO716000002536;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001917;59;FO716000001925;FO716000002537;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001918;60;FO716000001926;FO716000002538;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001919;61;FO716000001927;FO716000002539;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001920;62;FO716000001928;FO716000002540;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001921;63;FO716000001929;FO716000002541;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001922;64;FO716000001930;FO716000002542;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001923;65;FO716000001931;FO716000002543;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001924;66;FO716000001932;FO716000002544;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001925;67;FO716000001825;FO716000001969;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001926;68;FO716000001826;FO716000001970;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001927;69;FO716000001827;FO716000001971;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001928;70;FO716000001828;FO716000001972;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001929;71;FO716000001829;FO716000001973;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001930;72;FO716000001830;FO716000001974;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001931;73;FO716000001933;FO716000002545;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001932;74;FO716000001934;FO716000002546;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001933;75;FO716000001935;FO716000002547;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001934;76;FO716000001936;FO716000002548;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001935;77;FO716000001937;FO716000002549;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001936;78;FO716000001938;FO716000002550;CS716000000262;;;PA;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001937;1;FO716000001831;FO716000001975;CS716000000255;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001938;2;FO716000001832;FO716000001976;CS716000000255;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001939;3;FO716000001833;FO716000001977;CS716000000255;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001940;4;FO716000001834;FO716000001978;CS716000000255;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001941;5;FO716000001835;FO716000001979;CS716000000255;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001942;6;FO716000001836;FO716000001980;CS716000000255;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001943;1;FO716000001837;FO716000001981;CS716000000256;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001944;2;FO716000001838;FO716000001982;CS716000000256;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001945;3;FO716000001839;FO716000001983;CS716000000256;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001946;4;FO716000001840;FO716000001984;CS716000000256;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001947;5;FO716000001841;FO716000001985;CS716000000256;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001948;6;FO716000001842;FO716000001986;CS716000000256;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001949;1;FO716000001843;FO716000001987;CS716000000257;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001950;2;FO716000001844;FO716000001988;CS716000000257;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001951;3;FO716000001845;FO716000001989;CS716000000257;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001952;4;FO716000001846;FO716000001990;CS716000000257;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001953;5;FO716000001847;FO716000001991;CS716000000257;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001954;6;FO716000001848;FO716000001992;CS716000000257;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001955;1;FO716000001849;FO716000001993;CS716000000258;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001956;2;FO716000001850;FO716000001994;CS716000000258;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001957;3;FO716000001851;FO716000001995;CS716000000258;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001958;4;FO716000001852;FO716000001996;CS716000000258;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001959;5;FO716000001853;FO716000001997;CS716000000258;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001960;6;FO716000001854;FO716000001998;CS716000000258;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001961;1;FO716000001855;FO716000001999;CS716000000259;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001962;2;FO716000001856;FO716000002000;CS716000000259;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001963;3;FO716000001857;FO716000002001;CS716000000259;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001964;4;FO716000001858;FO716000002002;CS716000000259;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001965;5;FO716000001859;FO716000002003;CS716000000259;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001966;6;FO716000001860;FO716000002004;CS716000000259;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001967;1;FO716000001861;FO716000002005;CS716000000260;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001968;2;FO716000001862;FO716000002006;CS716000000260;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001969;3;FO716000001863;FO716000002007;CS716000000260;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001970;4;FO716000001864;FO716000002008;CS716000000260;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001971;5;FO716000001865;FO716000002009;CS716000000260;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001972;6;FO716000001866;FO716000002010;CS716000000260;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001973;1;FO716000001867;FO716000002011;CS716000000261;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001974;2;FO716000001868;FO716000002012;CS716000000261;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001975;3;FO716000001869;FO716000002013;CS716000000261;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001976;4;FO716000001870;FO716000002014;CS716000000261;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001977;5;FO716000001871;FO716000002015;CS716000000261;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001978;6;FO716000001872;FO716000002016;CS716000000261;;;EP;NC;;71153/USZ/PT 601541;28/07/2023 00:00;;;;
PS716000001979;1;FO716000001963;FO716000002107;CS716000000275;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001980;2;FO716000001964;FO716000002108;CS716000000275;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001981;3;FO716000001965;FO716000002109;CS716000000275;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001982;4;FO716000001966;FO716000002110;CS716000000275;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001983;5;FO716000001967;FO716000002111;CS716000000275;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001984;6;FO716000001968;FO716000002112;CS716000000275;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001985;1;FO716000002017;FO716000002419;CS716000000276;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001986;2;FO716000002018;FO716000002420;CS716000000276;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001987;3;FO716000002019;FO716000002421;CS716000000276;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001988;4;FO716000002020;FO716000002422;CS716000000276;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001989;5;FO716000002021;FO716000002423;CS716000000276;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001990;6;FO716000002022;FO716000002424;CS716000000276;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001991;1;FO716000002023;FO716000002425;CS716000000277;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001992;2;FO716000002024;FO716000002426;CS716000000277;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001993;3;FO716000002025;FO716000002427;CS716000000277;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001994;4;FO716000002026;FO716000002428;CS716000000277;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001995;5;FO716000002027;FO716000002429;CS716000000277;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001996;6;FO716000002028;FO716000002430;CS716000000277;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001997;1;FO716000002029;FO716000002443;CS716000000278;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001998;2;FO716000002030;FO716000002444;CS716000000278;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000001999;3;FO716000002031;FO716000002445;CS716000000278;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002000;4;FO716000002032;FO716000002446;CS716000000278;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002001;5;FO716000002033;FO716000002447;CS716000000278;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002002;6;FO716000002034;FO716000002448;CS716000000278;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002003;1;FO716000002035;FO716000002449;CS716000000279;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002004;2;FO716000002036;FO716000002450;CS716000000279;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002005;3;FO716000002037;FO716000002451;CS716000000279;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002006;4;FO716000002038;FO716000002452;CS716000000279;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002007;5;FO716000002039;FO716000002453;CS716000000279;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002008;6;FO716000002040;FO716000002454;CS716000000279;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002009;1;FO716000001969;FO716000002113;CS716000000280;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002010;2;FO716000001970;FO716000002114;CS716000000280;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002011;3;FO716000001971;FO716000002115;CS716000000280;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002012;4;FO716000001972;FO716000002116;CS716000000280;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002013;5;FO716000001973;FO716000002117;CS716000000280;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002014;6;FO716000001974;FO716000002118;CS716000000280;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002015;1;FO716000001975;FO716000002119;CS716000000281;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002016;2;FO716000001976;FO716000002120;CS716000000281;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002017;3;FO716000001977;FO716000002121;CS716000000281;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002018;4;FO716000001978;FO716000002122;CS716000000281;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002019;5;FO716000001979;FO716000002123;CS716000000281;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002020;6;FO716000001980;FO716000002124;CS716000000281;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002021;1;FO716000001981;FO716000002125;CS716000000282;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002022;2;FO716000001982;FO716000002126;CS716000000282;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002023;3;FO716000001983;FO716000002127;CS716000000282;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002024;4;FO716000001984;FO716000002128;CS716000000282;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002025;5;FO716000001985;FO716000002129;CS716000000282;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002026;6;FO716000001986;FO716000002130;CS716000000282;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002027;1;FO716000001987;FO716000002131;CS716000000283;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002028;2;FO716000001988;FO716000002132;CS716000000283;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002029;3;FO716000001989;FO716000002133;CS716000000283;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002030;4;FO716000001990;FO716000002134;CS716000000283;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002031;5;FO716000001991;FO716000002135;CS716000000283;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002032;6;FO716000001992;FO716000002136;CS716000000283;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002033;1;FO716000001993;FO716000002137;CS716000000284;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002034;2;FO716000001994;FO716000002138;CS716000000284;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002035;3;FO716000001995;FO716000002139;CS716000000284;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002036;4;FO716000001996;FO716000002140;CS716000000284;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002037;5;FO716000001997;FO716000002141;CS716000000284;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002038;6;FO716000001998;FO716000002142;CS716000000284;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002039;1;FO716000001999;FO716000002323;CS716000000285;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002040;2;FO716000002000;FO716000002324;CS716000000285;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002041;3;FO716000002001;FO716000002325;CS716000000285;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002042;4;FO716000002002;FO716000002326;CS716000000285;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002043;5;FO716000002003;FO716000002327;CS716000000285;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002044;6;FO716000002004;FO716000002328;CS716000000285;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002045;1;FO716000002005;FO716000002329;CS716000000286;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002046;2;FO716000002006;FO716000002330;CS716000000286;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002047;3;FO716000002007;FO716000002331;CS716000000286;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002048;4;FO716000002008;FO716000002332;CS716000000286;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002049;5;FO716000002009;FO716000002333;CS716000000286;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002050;6;FO716000002010;FO716000002334;CS716000000286;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002051;1;FO716000002011;FO716000002335;CS716000000287;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002052;2;FO716000002012;FO716000002336;CS716000000287;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002053;3;FO716000002013;FO716000002337;CS716000000287;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002054;4;FO716000002014;FO716000002338;CS716000000287;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002055;5;FO716000002015;FO716000002339;CS716000000287;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002056;6;FO716000002016;FO716000002340;CS716000000287;;;EP;NC;;71153/USZ/PT 601542;28/07/2023 00:00;;;;
PS716000002057;1;FO716000002107;;CS716000000288;;;AT;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002058;2;FO716000002108;;CS716000000288;;;AT;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002059;3;FO716000002109;;CS716000000288;;;AT;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002060;4;FO716000002110;;CS716000000288;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000002061;5;FO716000002111;;CS716000000288;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000002062;6;FO716000002112;;CS716000000288;;;AT;NC;;RESERVEE;28/07/2023 00:00;;;;
PS716000002063;1;FO716000002113;FO716000002149;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002064;2;FO716000002114;FO716000002150;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002065;3;FO716000002115;FO716000002151;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002066;4;FO716000002116;FO716000002152;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002067;5;FO716000002117;FO716000002153;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002068;6;FO716000002118;FO716000002154;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002069;7;FO716000002119;FO716000002155;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002070;8;FO716000002120;FO716000002156;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002071;9;FO716000002121;FO716000002157;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002072;10;FO716000002122;FO716000002158;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002073;11;FO716000002123;FO716000002159;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002074;12;FO716000002124;FO716000002160;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
PS716000002075;13;FO716000002125;FO716000002161;CS716000000289;;;PA;NC;;71153/USZ/PT 601543;28/07/2023 00:00;;;;
